_uri,id,_date,_song,_artist,_peak-rank,_weeks-on-board,_genres,_track,_uri.1,year,keywords
3AL354AEtM4Yybhkct22Z0,Let_Me_Go_by_3_Doors_Down,2005-02-05,Let Me Go,3 Doors Down,14,31,"['acoustic rock', 'alternative metal', 'alternative rock', 'hard rock', 'pop rock', 'post-grunge', 'rock', 'southern rock']",Let Me Go,3AL354AEtM4Yybhkct22Z0,2005,"acoustic rock, alternative metal, alternative rock, hard rock, pop rock, post-grunge, rock, southern rock"
2wGSgTmgSF3xjRrHkTc25R,Hate_It_Or_Love_It_by_The_Game_Featuring_50_Cent,2005-02-12,Hate It Or Love It,The Game Featuring 50 Cent,2,23,"['2008 universal fire victim', 'criminal', 'east coast hip hop', 'english', 'gangsta rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip hop rnb and dance hall', 'hip-hop', 'hip-hop/rap', 'pop rap', 'rap', 'relic inn']",Hate It Or Love It,2wGSgTmgSF3xjRrHkTc25R,2005,"2008 universal fire victim, criminal, east coast hip hop, english, gangsta rap, gangster rap, hardcore hip hop, hip hop, hip hop rnb and dance hall, hip-hop, hip-hop/rap, pop rap, rap, relic inn"
0815caqt2Lytro5EIzMufT,You_And_Me_by_Lifehouse,2005-02-12,You And Me,Lifehouse,5,62,"['2008 universal fire victim', 'alternative rock', 'pop rock', 'post-grunge', 'power pop', 'rock', 'soft rock']",You And Me,0815caqt2Lytro5EIzMufT,2005,"2008 universal fire victim, alternative rock, pop rock, post-grunge, power pop, rock, soft rock"
1mnqraQ8oV8MX92rdOFLWW,1_Thing_by_Amerie,2005-02-12,1 Thing,Amerie,8,20,"['clean up', 'pop and chart', 'soul']",1 Thing,1mnqraQ8oV8MX92rdOFLWW,2005,"clean up, pop and chart, soul"
1UREw2MCfU0xwBzCAjxlUD,Scars_by_Papa_Roach,2005-02-12,Scars,Papa Roach,15,38,"['alternative', 'alternative metal', 'alternative rock', 'hard rock', 'nu metal', 'pop and chart', 'pop rock', 'rap rock', 'rock']",Scars,1UREw2MCfU0xwBzCAjxlUD,2005,"alternative, alternative metal, alternative rock, hard rock, nu metal, pop and chart, pop rock, rap rock, rock"
4faFAhOflLzhfJECveRwva,Lonely_No_More_by_Rob_Thomas,2005-02-19,Lonely No More,Rob Thomas,6,34,"['alternative rock', 'pop', 'pop rock', 'power pop', 'rock']",Lonely No More,4faFAhOflLzhfJECveRwva,2005,"alternative rock, pop, pop rock, power pop, rock"
6zDWNTsGYqvhXsCD9ubCYc,Lonely_by_Akon,2005-02-26,Lonely,Akon,4,20,"['american', 'contemporary r&b', 'dance-pop', 'dangerous', 'electropop', 'hip hop', 'hip hop rnb and dance hall', 'pop', 'pop rap', 'r&b', 'senegalese-american']",Lonely,6zDWNTsGYqvhXsCD9ubCYc,2005,"american, contemporary r&b, dance-pop, dangerous, electropop, hip hop, hip hop rnb and dance hall, pop, pop rap, r&b, senegalese-american"
2bmxx16hNi3W5FGzfFO9xX,Switch_by_Will_Smith,2005-03-05,Switch,Will Smith,7,28,"['american', 'boom bap', 'comedy rap', 'contemporary r&b', 'east coast hip hop', 'east coast hip-hop', 'hip hop', 'hip-hop', 'hiphop', 'mainstream rap', 'pop and chart', 'pop rap', 'rap', 'urban', 'us']",Switch,2bmxx16hNi3W5FGzfFO9xX,2005,"american, boom bap, comedy rap, contemporary r&b, east coast hip hop, east coast hip-hop, hip hop, hip-hop, hiphop, mainstream rap, pop and chart, pop rap, rap, urban, us"
Unknown,Slow_Down_by_Bobby_Valentino,2005-03-05,Slow Down,Bobby Valentino,8,22,Unknown,Unknown,Unknown,2005,Unknown
7dASROE42MjPEA5JqmgBZe,Just_A_Lil_Bit_by_50_Cent,2005-03-26,Just A Lil Bit,50 Cent,3,27,"['2008 universal fire victim', 'criminal', 'east coast hip hop', 'english', 'gangsta rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip hop rnb and dance hall', 'hip-hop', 'hip-hop/rap', 'pop rap', 'rap', 'relic inn']",Just A Lil Bit,7dASROE42MjPEA5JqmgBZe,2005,"2008 universal fire victim, criminal, east coast hip hop, english, gangsta rap, gangster rap, hardcore hip hop, hip hop, hip hop rnb and dance hall, hip-hop, hip-hop/rap, pop rap, rap, relic inn"
7i7UIbm5E0DD7aSOYvwp2v,Oh_by_Ciara_Featuring_Ludacris,2005-03-26,Oh,Ciara Featuring Ludacris,2,23,"['american', 'dirty south', 'hip hop', 'hip hop rnb and dance hall', 'hip-hop', 'pop rap', 'rap', 'southern hip hop', 'trap rap']",Oh,7i7UIbm5E0DD7aSOYvwp2v,2005,"american, dirty south, hip hop, hip hop rnb and dance hall, hip-hop, pop rap, rap, southern hip hop, trap rap"
0LzrhCZFXW94Y8nwtTuRlw,Hollaback_Girl_by_Gwen_Stefani,2005-04-02,Hollaback Girl,Gwen Stefani,1,31,"['2008 universal fire victim', 'american', 'contemporary r&b', 'dance-pop', 'electropop', 'new wave', 'no doubt', 'pop', 'pop and chart', 'pop rap', 'pop rock', 'rnb', 'rock', 'ska punk', 'united states']",Hollaback Girl,0LzrhCZFXW94Y8nwtTuRlw,2005,"2008 universal fire victim, american, contemporary r&b, dance-pop, electropop, new wave, no doubt, pop, pop and chart, pop rap, pop rock, rnb, rock, ska punk, united states"
1yKu2MhpwzDXXH2tzG6xoa,Beverly_Hills_by_Weezer,2005-04-16,Beverly Hills,Weezer,10,43,"['2008 universal fire victim', 'alternative rock', 'american', 'américain', 'chamber pop', 'geek rock', 'irvine', 'nerd rock', 'pop rock', 'power pop', 'rock', 'rock and indie', 'rock opera', 'usa', 'weezer']",Beverly Hills,1yKu2MhpwzDXXH2tzG6xoa,2005,"2008 universal fire victim, alternative rock, american, américain, chamber pop, geek rock, irvine, nerd rock, pop rock, power pop, rock, rock and indie, rock opera, usa, weezer"
3LmvfNUQtglbTrydsdIqFU,We_Belong_Together_by_Mariah_Carey,2005-04-16,We Belong Together,Mariah Carey,1,43,"['adult contemporary', 'american', 'christmas music', 'contemporary r&b', 'dance-pop', 'english', 'girl', 'pop', 'pop and chart', 'pop soul', 'r&b', 'rnb', 'soul', 'whistle register']",We Belong Together,3LmvfNUQtglbTrydsdIqFU,2005,"adult contemporary, american, christmas music, contemporary r&b, dance-pop, english, girl, pop, pop and chart, pop soul, r&b, rnb, soul, whistle register"
3B7i9OKRRmIsSBHEbJz58Y,Grind_With_Me_by_Pretty_Ricky,2005-04-16,Grind With Me,Pretty Ricky,7,22,"['hip hop', 'hip hop rnb and dance hall', 'rap']",Grind With Me,3B7i9OKRRmIsSBHEbJz58Y,2005,"hip hop, hip hop rnb and dance hall, rap"
0AKAxdNkwq9ZxRdW1DN9zW,Behind_These_Hazel_Eyes_by_Kelly_Clarkson,2005-04-23,Behind These Hazel Eyes,Kelly Clarkson,6,34,"['a filk artist', 'american idol', 'dance-pop', 'electropop', 'fixme label mess', 'music for soccer moms', 'pop', 'pop and chart', 'pop rock', 'rock', 'teen pop']",Behind These Hazel Eyes,0AKAxdNkwq9ZxRdW1DN9zW,2005,"a filk artist, american idol, dance-pop, electropop, fixme label mess, music for soccer moms, pop, pop and chart, pop rock, rock, teen pop"
0CnD7Hiw6pae6rLsZw5q5W,Incomplete_by_Backstreet_Boys,2005-04-23,Incomplete,Backstreet Boys,13,20,"['american', 'boy band', 'boy group', 'dance-pop', 'electropop', 'incomplete remix', 'pop', 'pop and chart', 'pop rock', 'teen pop']",Incomplete,0CnD7Hiw6pae6rLsZw5q5W,2005,"american, boy band, boy group, dance-pop, electropop, incomplete remix, pop, pop and chart, pop rock, teen pop"
7clUVcSOtkNWa58Gw5RfD4,Speed_Of_Sound_by_Coldplay,2005-05-07,Speed Of Sound,Coldplay,8,20,"['alternative rock', 'ambient pop', 'britannique', 'british', 'britpop', 'chapel', 'english', 'parlophone', 'piano pop', 'piano rock', 'pop', 'pop rock', 'pop/rock', 'post-britpop', 'rock', 'rock and indie', 'uk']",Speed Of Sound,7clUVcSOtkNWa58Gw5RfD4,2005,"alternative rock, ambient pop, britannique, british, britpop, chapel, english, parlophone, piano pop, piano rock, pop, pop rock, pop/rock, post-britpop, rock, rock and indie, uk"
1oNToERLIN71YCPLbRIQGQ,Let_Me_Hold_You_by_Bow_Wow_Featuring_Omarion,2005-05-28,Let Me Hold You,Bow Wow Featuring Omarion,4,24,"['classic pop and rock', 'new wave', 'punk']",Let Me Hold You,1oNToERLIN71YCPLbRIQGQ,2005,"classic pop and rock, new wave, punk"
0d28khcov6AiegSCpG5TuT,Feel_Good_Inc_by_Gorillaz,2005-05-28,Feel Good Inc,Gorillaz,14,45,"['alternative dance', 'alternative hip-hop', 'alternative rock', 'art pop', 'art rock', 'british', 'electronic', 'electronica', 'electropop', 'english', 'fictional', 'gorillaz', 'hip hop', 'hip-hop', 'leftfield', 'parlophone', 'pop rock', 'producer', 'producteur', 'rock', 'rock and indie', 'trip hop', 'trip rock', 'trip-hop', 'uk', 'uk garage', 'virtual artist', 'virtual band']",Feel Good Inc,0d28khcov6AiegSCpG5TuT,2005,"alternative dance, alternative hip-hop, alternative rock, art pop, art rock, british, electronic, electronica, electropop, english, fictional, gorillaz, hip hop, hip-hop, leftfield, parlophone, pop rock, producer, producteur, rock, rock and indie, trip hop, trip rock, trip-hop, uk, uk garage, virtual artist, virtual band"
4TsmezEQVSZNNPv5RJ65Ov,Pon_de_Replay_by_Rihanna,2005-06-11,Pon de Replay,Rihanna,2,27,"['barbade', 'barbadian', 'barbadien', 'barbados', 'contemporary r b', 'contemporary r&b', 'dance', 'dance-pop', 'dancehall', 'electro house', 'electropop', 'hip hop', 'pop', 'pop and chart', 'pop soul', 'r&b', 'reggae', 'rehab', 'rihanna', 'rnb']",Pon de Replay,4TsmezEQVSZNNPv5RJ65Ov,2005,"barbade, barbadian, barbadien, barbados, contemporary r b, contemporary r&b, dance, dance-pop, dancehall, electro house, electropop, hip hop, pop, pop and chart, pop soul, r&b, reggae, rehab, rihanna, rnb"
25ry9EyyRsp1dDctlAclin,Inside_Your_Heaven_by_Carrie_Underwood,2005-07-02,Inside Your Heaven,Carrie Underwood,1,12,"['american idol', 'contemporary country', 'country', 'country pop', 'country rock', 'pop', 'pop rock']",Inside Your Heaven,25ry9EyyRsp1dDctlAclin,2005,"american idol, contemporary country, country, country pop, country rock, pop, pop rock"
6SZBK8Z2Tdv7vgO3ZJnHTN,Inside_Your_Heaven_by_Bo_Bice,2005-07-09,Inside Your Heaven,Bo Bice,2,7,"['american idol', 'rock']",Inside Your Heaven,6SZBK8Z2Tdv7vgO3ZJnHTN,2005,"american idol, rock"
5LpQhqtlANlCl22XbpwIvk,Cool_by_Gwen_Stefani,2005-07-16,Cool,Gwen Stefani,13,20,"['2008 universal fire victim', 'american', 'contemporary r&b', 'dance-pop', 'electropop', 'new wave', 'no doubt', 'pop', 'pop and chart', 'pop rap', 'pop rock', 'rnb', 'rock', 'ska punk', 'united states']",Cool,5LpQhqtlANlCl22XbpwIvk,2005,"2008 universal fire victim, american, contemporary r&b, dance-pop, electropop, new wave, no doubt, pop, pop and chart, pop rap, pop rock, rnb, rock, ska punk, united states"
5CWyE2OcZI1HVnHBh4RrKF,Play_by_David_Banner,2005-07-23,Play,David Banner,7,20,['hip hop'],Play,5CWyE2OcZI1HVnHBh4RrKF,2005,hip hop
1JURww012QnWAw0zZXi6Aa,Just_The_Girl_by_The_Click_Five,2005-07-30,Just The Girl,The Click Five,11,20,Unknown,Just The Girl,1JURww012QnWAw0zZXi6Aa,2005,Unknown
1PS1QMdUqOal0ai3Gt7sDQ,Gold_Digger_by_Kanye_West_Featuring_Jamie_Foxx,2005-07-30,Gold Digger,Kanye West Featuring Jamie Foxx,1,39,"['american', 'electropop', 'english', 'experimental hip hop', 'grammy winner', 'hardcore hip hop', 'hip hop', 'hip hop rnb and dance hall', 'hip-hop', 'luxury rap', 'pop', 'pop rap', 'producer', 'rap', 'rapper', 'relic inn', 'synthpop', 'us']",Gold Digger,1PS1QMdUqOal0ai3Gt7sDQ,2005,"american, electropop, english, experimental hip hop, grammy winner, hardcore hip hop, hip hop, hip hop rnb and dance hall, hip-hop, luxury rap, pop, pop rap, producer, rap, rapper, relic inn, synthpop, us"
4VKnkoNNM6yTb4cXXX3wqD,Shake_It_Off_by_Mariah_Carey,2005-07-30,Shake It Off,Mariah Carey,2,26,"['adult contemporary', 'american', 'christmas music', 'contemporary r&b', 'dance-pop', 'english', 'girl', 'pop', 'pop and chart', 'pop soul', 'r&b', 'rnb', 'soul', 'whistle register']",Shake It Off,4VKnkoNNM6yTb4cXXX3wqD,2005,"adult contemporary, american, christmas music, contemporary r&b, dance-pop, english, girl, pop, pop and chart, pop soul, r&b, rnb, soul, whistle register"
5y4TDQdYzlT4eoQIPOgNDz,Your_Body_by_Pretty_Ricky,2005-08-06,Your Body,Pretty Ricky,12,20,"['hip hop', 'hip hop rnb and dance hall', 'rap']",Your Body,5y4TDQdYzlT4eoQIPOgNDz,2005,"hip hop, hip hop rnb and dance hall, rap"
3ZffCQKLFLUvYM59XKLbVm,Wake_Me_Up_When_September_Ends_by_Green_Day,2005-08-06,Wake Me Up When September Ends,Green Day,6,27,"['2240665859492', 'alternative rock', 'american', 'américain', 'bay area', 'bay area punk', 'california', 'california punk', 'classic pop punk', 'classic punk', 'pop', 'pop and chart', 'pop punk', 'pop rock', 'pop-punk', 'pop/rock', 'post-punk', 'power pop', 'punk', 'punk pop', 'punk rock', 'rock', 'ska punk', 'united states', 'usa']",Wake Me Up When September Ends,3ZffCQKLFLUvYM59XKLbVm,2005,"2240665859492, alternative rock, american, américain, bay area, bay area punk, california, california punk, classic pop punk, classic punk, pop, pop and chart, pop punk, pop rock, pop-punk, pop/rock, post-punk, power pop, punk, punk pop, punk rock, rock, ska punk, united states, usa"
3jEqrIfwKO0M8ALu3TGilF,Like_You_by_Bow_Wow_Featuring_Ciara,2005-08-06,Like You,Bow Wow Featuring Ciara,3,21,"['classic pop and rock', 'new wave', 'punk']",Like You,3jEqrIfwKO0M8ALu3TGilF,2005,"classic pop and rock, new wave, punk"
6uJP3iwJSJCtrkZBGS0e6s,My_Humps_by_The_Black_Eyed_Peas,2005-08-20,My Humps,The Black Eyed Peas,3,36,"['a filk artist', 'conscious hip hop', 'dance-pop', 'electro house', 'electropop', 'fergie', 'hip hop', 'pop', 'pop and chart', 'pop rap', 'west coast hip hop', 'will i am']",My Humps,6uJP3iwJSJCtrkZBGS0e6s,2005,"a filk artist, conscious hip hop, dance-pop, electro house, electropop, fergie, hip hop, pop, pop and chart, pop rap, west coast hip hop, will i am"
0Ss50OU9tCozI7JIywkv14,Soul_Survivor_by_Young_Jeezy_Featuring_Akon,2005-09-03,Soul Survivor,Young Jeezy Featuring Akon,4,24,"['chopped and screwed', 'gangsta rap', 'hip hop', 'hustle', 'hyphy', 'rap', 'southern hip hop', 'trap rap']",Soul Survivor,0Ss50OU9tCozI7JIywkv14,2005,"chopped and screwed, gangsta rap, hip hop, hustle, hyphy, rap, southern hip hop, trap rap"
3f3omU8n47Mqyab5nCaGyT,Because_Of_You_by_Kelly_Clarkson,2005-09-03,Because Of You,Kelly Clarkson,7,37,"['a filk artist', 'american idol', 'dance-pop', 'electropop', 'fixme label mess', 'music for soccer moms', 'pop', 'pop and chart', 'pop rock', 'rock', 'teen pop']",Because Of You,3f3omU8n47Mqyab5nCaGyT,2005,"a filk artist, american idol, dance-pop, electropop, fixme label mess, music for soccer moms, pop, pop and chart, pop rock, rock, teen pop"
7zIxcV689lVTl924lAf9Kn,Girl_Tonite_by_Twista_Featuring_Trey_Songz,2005-09-10,Girl Tonite,Twista Featuring Trey Songz,14,20,"['contemporary r&b', 'electropop', 'hip hop', 'hip hop rnb and dance hall', 'pop rap', 'r&b', 'soul']",Girl Tonite,7zIxcV689lVTl924lAf9Kn,2005,"contemporary r&b, electropop, hip hop, hip hop rnb and dance hall, pop rap, r&b, soul"
3hb2ScEVkGchcAQqrPLP0R,Photograph_by_Nickelback,2005-09-10,Photograph,Nickelback,2,33,"['alternative rock', 'canadian', 'death metal', 'electropop', 'funk rock', 'hard rock', 'music_for_people_who_dislike_music', 'pop and chart', 'pop rock', 'post-grunge', 'rock']",Photograph,3hb2ScEVkGchcAQqrPLP0R,2005,"alternative rock, canadian, death metal, electropop, funk rock, hard rock, music_for_people_who_dislike_music, pop and chart, pop rock, post-grunge, rock"
2ajhenDRiiAnCHHjsIOHhJ,Laffy_Taffy_by_D4L,2005-10-01,Laffy Taffy,D4L,1,26,['hip hop'],Laffy Taffy,2ajhenDRiiAnCHHjsIOHhJ,2005,hip hop
5qrzhg9Fmu8Amg2uMhHfe5,One_Wish_by_Ray_J,2005-10-08,One Wish,Ray J,11,25,"['bobby brakens', 'contemporary r&b', 'dance-pop']",One Wish,5qrzhg9Fmu8Amg2uMhHfe5,2005,"bobby brakens, contemporary r&b, dance-pop"
4NjR63Up0uMkQBlKvlZd1l,Stickwitu_by_The_Pussycat_Dolls,2005-10-22,Stickwitu,The Pussycat Dolls,5,26,"['2008 universal fire victim', 'contemporary r&b', 'dance-pop', 'electropop', 'pop', 'pop and chart', 'r&b']",Stickwitu,4NjR63Up0uMkQBlKvlZd1l,2005,"2008 universal fire victim, contemporary r&b, dance-pop, electropop, pop, pop and chart, r&b"
3850dYVgOFIXJh5U4BFEWH,Hung_Up_by_Madonna,2005-11-05,Hung Up,Madonna,7,20,"['american', 'américain', 'arabic', 'art pop', 'chanteur', 'dance', 'dance-pop', 'downtempo', 'electronic', 'electropop', 'greatest hits', 'jazz', 'multiple ipi', 'pop', 'pop and chart', 'secret', 'singer', 'tell me', 'usa']",Hung Up,3850dYVgOFIXJh5U4BFEWH,2005,"american, américain, arabic, art pop, chanteur, dance, dance-pop, downtempo, electronic, electropop, greatest hits, jazz, multiple ipi, pop, pop and chart, secret, singer, tell me, usa"
3UNrtRxBBlWE70SjxnOo02,Unpredictable_by_Jamie_Foxx_Featuring_Ludacris,2005-12-03,Unpredictable,Jamie Foxx Featuring Ludacris,8,22,"['american', 'dirty south', 'hip hop', 'hip hop rnb and dance hall', 'hip-hop', 'pop rap', 'rap', 'southern hip hop', 'trap rap']",Unpredictable,3UNrtRxBBlWE70SjxnOo02,2005,"american, dirty south, hip hop, hip hop rnb and dance hall, hip-hop, pop rap, rap, southern hip hop, trap rap"
1D1nixOVWOxvNfWi0UD7VX,Unwritten_by_Natasha_Bedingfield,2005-12-10,Unwritten,Natasha Bedingfield,5,42,"['british', 'contemporary r b', 'contemporary r&b', 'electropop', 'english', 'pop', 'pop and chart', 'progressive trance', 'soul', 'uk']",Unwritten,1D1nixOVWOxvNfWi0UD7VX,2005,"british, contemporary r b, contemporary r&b, electropop, english, pop, pop and chart, progressive trance, soul, uk"
1eOHw1k2AoluG4VyjBHLzX,Everytime_We_Touch_by_Cascada,2005-12-17,Everytime We Touch,Cascada,10,31,"['cascada', 'dance', 'dance pop', 'dance trance', 'dance-pop', 'dutch house', 'electropop', 'euro dance', 'euro house', 'euro trance', 'euro-trance', 'eurodance', 'eurotrance', 'female vocal dance', 'female vocals', 'handsup', 'pop and chart', 'reason', 'vocal dance']",Everytime We Touch,1eOHw1k2AoluG4VyjBHLzX,2005,"cascada, dance, dance pop, dance trance, dance-pop, dutch house, electropop, euro dance, euro house, euro trance, euro-trance, eurodance, eurotrance, female vocal dance, female vocals, handsup, pop and chart, reason, vocal dance"
25sA1vM4BFkTb5cJGWftFo,Walk_Away_by_Kelly_Clarkson,2006-01-21,Walk Away,Kelly Clarkson,12,29,"['a filk artist', 'american idol', 'dance-pop', 'electropop', 'fixme label mess', 'music for soccer moms', 'pop', 'pop and chart', 'pop rock', 'rock', 'teen pop']",Walk Away,25sA1vM4BFkTb5cJGWftFo,2006,"a filk artist, american idol, dance-pop, electropop, fixme label mess, music for soccer moms, pop, pop and chart, pop rock, rock, teen pop"
0k2GOhqsrxDTAbFFSdNJjT,Temperature_by_Sean_Paul,2006-01-21,Temperature,Sean Paul,1,31,"['dance-pop', 'dancehall', 'electropop', 'gg', 'hip hop', 'hip hop rnb and dance hall', 'pop', 'pop reggae', 'r&b', 'ragga', 'reggae', 'reggaeton', 'rnb']",Temperature,0k2GOhqsrxDTAbFFSdNJjT,2006,"dance-pop, dancehall, electropop, gg, hip hop, hip hop rnb and dance hall, pop, pop reggae, r&b, ragga, reggae, reggaeton, rnb"
4bVuIlGQBMWS7vIhcx8Ae4,What_Hurts_The_Most_by_Rascal_Flatts,2006-02-18,What Hurts The Most,Rascal Flatts,6,51,"['classic pop and rock', 'contemporary country', 'country', 'country pop', 'modern country']",What Hurts The Most,4bVuIlGQBMWS7vIhcx8Ae4,2006,"classic pop and rock, contemporary country, country, country pop, modern country"
30cSNer6TV8x2utjULVeQ5,SOS_by_Rihanna,2006-02-25,SOS,Rihanna,1,28,"['barbade', 'barbadian', 'barbadien', 'barbados', 'contemporary r b', 'contemporary r&b', 'dance', 'dance-pop', 'dancehall', 'electro house', 'electropop', 'hip hop', 'pop', 'pop and chart', 'pop soul', 'r&b', 'reggae', 'rehab', 'rihanna', 'rnb']",SOS,30cSNer6TV8x2utjULVeQ5,2006,"barbade, barbadian, barbadien, barbados, contemporary r b, contemporary r&b, dance, dance-pop, dancehall, electro house, electropop, hip hop, pop, pop and chart, pop soul, r&b, reggae, rehab, rihanna, rnb"
0mUyMawtxj1CJ76kn9gIZK,Bad_Day_by_Daniel_Powter,2006-02-25,Bad Day,Daniel Powter,1,32,"['piano rock', 'pop', 'pop and chart', 'soul']",Bad Day,0mUyMawtxj1CJ76kn9gIZK,2006,"piano rock, pop, pop and chart, soul"
6RzpuVp06z70xIGG9etyUs,Control_Myself_by_LL_Cool_J_Featuring_Jennifer_Lopez,2006-03-11,Control Myself,LL Cool J Featuring Jennifer Lopez,4,11,"['contemporary r&b', 'dance', 'dance-pop', 'electro house', 'electronic', 'latin', 'latin pop', 'pop', 'pop and chart', 'pop rap', 'reggaeton']",Control Myself,6RzpuVp06z70xIGG9etyUs,2006,"contemporary r&b, dance, dance-pop, electro house, electronic, latin, latin pop, pop, pop and chart, pop rap, reggaeton"
5fVZC9GiM4e8vu99W0Xf6J,How_To_Save_A_Life_by_The_Fray,2006-04-15,How To Save A Life,The Fray,3,58,"['alternative rock', 'look after you', 'pop', 'pop and chart', 'seen live']",How To Save A Life,5fVZC9GiM4e8vu99W0Xf6J,2006,"alternative rock, look after you, pop, pop and chart, seen live"
10Nmj3JCNoMeBQ87uw5j8k,Dani_California_by_Red_Hot_Chili_Peppers,2006-04-22,Dani California,Red Hot Chili Peppers,6,26,"['00s', '10s', '80s', '90s', 'alternative', 'alternative rock', 'american', 'crossover', 'dvd', 'funk', 'funk metal', 'funk rock', 'funk rock tributo', 'metal', 'pop and chart', 'pop rock', 'rap', 'rap rock', 'rock', 'usa']",Dani California,10Nmj3JCNoMeBQ87uw5j8k,2006,"00s, 10s, 80s, 90s, alternative, alternative rock, american, crossover, dvd, funk, funk metal, funk rock, funk rock tributo, metal, pop and chart, pop rock, rap, rap rock, rock, usa"
53ETzLQQKFCzykRbqWb1ph,Gimme_That_by_Chris_Brown_Featuring_Lil_Wayne,2006-04-22,Gimme That,Chris Brown Featuring Lil Wayne,15,20,"['as jailed', 'chopped and screwed', 'contemporary r&b', 'criminal', 'gangsta rap', 'hip hop', 'hip hop rnb and dance hall', 'lil wayne', 'pop rap', 'r&b', 'rap', 'rap rock', 'relic inn', 'southern hip hop', 'trap']",Gimme That,53ETzLQQKFCzykRbqWb1ph,2006,"as jailed, chopped and screwed, contemporary r&b, criminal, gangsta rap, hip hop, hip hop rnb and dance hall, lil wayne, pop rap, r&b, rap, rap rock, relic inn, southern hip hop, trap"
0Uc706myy6Th7I6KQ9xA1x,So_What_by_Field_Mob_Featuring_Ciara,2006-04-22,So What,Field Mob Featuring Ciara,10,21,['hip hop'],So What,0Uc706myy6Th7I6KQ9xA1x,2006,hip hop
Unknown,Let_U_Go_by_Ashley_Parker_Angel,2006-04-29,Let U Go,Ashley Parker Angel,12,15,Unknown,Unknown,Unknown,2006,Unknown
6LCEyZZHFF4ebF1Mike1s5,Not_Ready_To_Make_Nice_by_Dixie_Chicks,2006-05-06,Not Ready To Make Nice,Dixie Chicks,4,24,"['alternative country', 'bluegrass', 'contemporary country', 'country', 'country pop', 'folk', 'pop rock', 'traditional country']",Not Ready To Make Nice,6LCEyZZHFF4ebF1Mike1s5,2006,"alternative country, bluegrass, contemporary country, country, country pop, folk, pop rock, traditional country"
13xxBnXOuiBxVxJI458B0i,Unfaithful_by_Rihanna,2006-05-13,Unfaithful,Rihanna,6,20,"['barbade', 'barbadian', 'barbadien', 'barbados', 'contemporary r b', 'contemporary r&b', 'dance', 'dance-pop', 'dancehall', 'electro house', 'electropop', 'hip hop', 'pop', 'pop and chart', 'pop soul', 'r&b', 'reggae', 'rehab', 'rihanna', 'rnb']",Unfaithful,13xxBnXOuiBxVxJI458B0i,2006,"barbade, barbadian, barbadien, barbados, contemporary r b, contemporary r&b, dance, dance-pop, dancehall, electro house, electropop, hip hop, pop, pop and chart, pop soul, r&b, reggae, rehab, rihanna, rnb"
6MBEjJlXQYXr8dfxDvZuoA,Do_It_To_It_by_Cherish_Featuring_Sean_Paul_Of_The_YoungBloodZ,2006-05-20,Do It To It,Cherish Featuring Sean Paul Of The YoungBloodZ,12,21,"['hip hop', 'youngbloodz', 'youngbloodz new music']",Do It To It,6MBEjJlXQYXr8dfxDvZuoA,2006,"hip hop, youngbloodz, youngbloodz new music"
2N5zMZX7YeL1tico8oQxa9,Crazy_by_Gnarls_Barkley,2006-05-20,Crazy,Gnarls Barkley,2,29,"['alternative hip hop', 'experimental hip hop', 'hip hop', 'neo-soul', 'pop', 'pop and chart', 'pop rock', 'pop soul']",Crazy,2N5zMZX7YeL1tico8oQxa9,2006,"alternative hip hop, experimental hip hop, hip hop, neo-soul, pop, pop and chart, pop rock, pop soul"
47aQT2aV12TyilaoYi1NiD,Promiscuous_by_Nelly_Furtado_Featuring_Timbaland,2006-05-20,Promiscuous,Nelly Furtado Featuring Timbaland,1,26,"['2008 universal fire victim', 'canadian', 'euro/dance-pop', 'folk', 'hip hop', 'hip hop rnb and dance hall', 'pop', 'pop and chart', 'r&b', 'rock']",Promiscuous,47aQT2aV12TyilaoYi1NiD,2006,"2008 universal fire victim, canadian, euro/dance-pop, folk, hip hop, hip hop rnb and dance hall, pop, pop and chart, r&b, rock"
11bD1JtSjlIgKgZG2134DZ,Chasing_Cars_by_Snow_Patrol,2006-06-03,Chasing Cars,Snow Patrol,5,45,"['alternative rock', 'british', 'britpop', 'indie rock', 'lo-fi indie', 'northern irish', 'pop and chart', 'pop rock', 'scottish', 'uk']",Chasing Cars,11bD1JtSjlIgKgZG2134DZ,2006,"alternative rock, british, britpop, indie rock, lo-fi indie, northern irish, pop and chart, pop rock, scottish, uk"
2Fs18NaCDuluPG1DHGw1XG,Life_Is_A_Highway_by_Rascal_Flatts,2006-06-17,Life Is A Highway,Rascal Flatts,7,20,"['classic pop and rock', 'contemporary country', 'country', 'country pop', 'modern country']",Life Is A Highway,2Fs18NaCDuluPG1DHGw1XG,2006,"classic pop and rock, contemporary country, country, country pop, modern country"
